stars,name,text,date,city,longitude,latitude,categories
5,Jacobs & Co. Steakhouse,Have been to Jacobs a handful of times and I have never had a bad experience. The food is absolutely delicious. Their Caesar salad made in front you is a must. Best I have ever had to be honest. Steak options are plentiful and come cooked to perfection. The Wagyu selections are always a smart choice. Sides are ordered to share and compliment the meal perfectly. The duck fat fries are soooo good! Desserts if you have any room left have all been outstanding. Please stop by if you want a delicious meal in one of the best steakhouses in the city. Enjoy!,2016-10-23,Toronto,-79.3980109,43.6453708,"['Restaurants', 'Steakhouses']"
2,Tempe Marketplace,"I went over there because I was feeling good and thought I would buy a couple of cute bra, I could have went to fashion square but why not try this place ,I had to look for someone to help me and when I found one, some idiot have left one of the drawer open and I scratched my leg, I was trying to tell the sales lady, she didn't give too rats ass she was more interested on selling me a bra, I wasn't trying to get free shit, so my night was ruined and I will probably will not be back to that store and tell my female friends not to go there and co workers.",2012-09-22,Tempe,-111.9054505,33.4329144,"['Shopping', 'Diners', 'Restaurants', 'Food', 'Shopping Centers']"
3,KoMex Fusion,"A fusion of Korean and Mexican dishes. The place is okay, average-but nice and clean. The servers are very friendly.

The Mexican slaw is good even without the additional dressing. I ordered the 2 meat combination bulgogi plate, bulgogi taco, and the hubs ordered the bulgogi bowl and meat skewers. The price is a bit on the mid range, above take out and below dine it. 

3 star because of its 'generous meat portions' - 
The meat is plenty and tender, however, it is not marinated enough, the flavor is okay but lacks a punch. Try it for variety but if you're looking for a different experience of Korean-Mex fusion, you're not going to find it here.",2016-04-05,Las Vegas,-115.261817568,36.1130397605,"['Asian Fusion', 'Restaurants', 'Korean', 'Mexican']"
4,Red Lobster,They have gotten a lot better over the years. Good service and food was great! Very pricey from what I remember a few years ago so won't go here much.,2015-11-25,Mesa,-111.8565847,33.3878485,"['Restaurants', 'American (Traditional)', 'Seafood']"
5,Gangnam Asian BBQ Dining,"We ordered the meat lovers combo for 2, serving was good enough and a lot of the side dishes, definitely a must try! Bulgogi was just ok, not a big fan of it and the taste taste a little bit burned, overall customer service and food was ok.",2015-10-30,Las Vegas,-115.151261,36.108898,"['Korean', 'Japanese', 'Restaurants', 'Tapas/Small Plates', 'Asian Fusion', 'Barbeque']"
5,Banh Mi & Ti,We needed this place in Pittsburgh! Delicious and fresh. Bubble tea made with real tea and not so sweet. I highly recommend this place for all your Bahn Mi needs!,2016-11-29,Pittsburgh,-79.95886,40.472081,"['Vietnamese', 'Food', 'Restaurants', 'Cafes', 'Bubble Tea']"
1,Bistro On Main,"This is the worst meal I have ever had.  The caesar salad was so full of hot pepper it ruined it.  I ordered the snapper which also was so embroiled with hot pepper as to render it inedible.  Very disappointing,.",2011-02-13,Kent,-81.3905917,41.15316,"['American (New)', 'Restaurants']"
5,Huntridge Pharmacy,"Great vegetarian cuisine at very reasonable prices.
They make great pizzas and veggie burgers.  Their breakfast menu is very tasty.
The service was great.  The cook greets all customers and tries to make you feel at home.
They are also certified kosher.",2013-08-02,Las Vegas,-115.137619,36.1588681,"['Shopping', 'Drugstores', 'Nightlife', 'Bars', 'Diners', 'Food', 'Health & Medical', 'Vegetarian', 'Doctors', 'Restaurants']"
4,Wally's Pub and Grill,"We're from the other side of town, but met some California friends here after looking for a good pub!  All four of us had a very good experience. Jo and I split the Wally Burger and the Gruyere and Slab Bacon Mac.  Ryan W. was spot on - excellent s'mac!! Burger was good, but so juicy the bun just had to be set aside.  One friend had soup of the day with a burger.  Said the soup was wonderful!

Loved the atmosphere and the service.  We'll be back!",2013-05-30,Scottsdale,-111.9152929,33.5651494,"['Burgers', 'Pubs', 'American (Traditional)', 'Bars', 'Restaurants', 'Nightlife']"
5,The Skeptical Chymist,"Great Irish bar! 

Great authentic food (I attribute any poor review to the fact that authentic Irish food doesn't taste like American dishes...who knew?), but they have typical bar food as well. Excellent place to watch sports (it is a WA bar, so Seahawks and Huskies will be featured) with an excellent selection of beers, Irish whiskey, and Scotch.",2011-01-01,Scottsdale,-111.8912231,33.6281017,"['Irish', 'Restaurants', 'Nightlife', 'Bars', 'Pubs']"
4,Ferraro's Italian Restaurant & Wine Bar,"Great happy hour.  Lots of appetizers which are very good.  Large but comfortable restaurant and nice bar area.  Lots of,choices for drinks.   Animated atmosphere.   Would definitely recommend 
.",2015-12-15,Las Vegas,-115.151955374,36.1091983422,"['Wine Bars', 'Restaurants', 'Italian', 'Nightlife', 'Food', 'Bars']"
2,Nando's Flame Grilled Chicken,"This place has the CUTEST decor ever! I'm actually obsessed with it.  Also, the service is  fan-tastic.  Someone explained the entire menu and the restaurant concept (order and pay at the counter first and you help yourself to condiments, drinks, and utensils) when I sat down.  Two people came by halfway through our meals to see if everything was okay as well.

The food.  We had hummus with pita to start.  I love hummus so this was no different.  The portion is pretty small though so I probably wouldn't get it again.  We got the full pack share platter.  It came with the MOST oily delicious garlic bread.  Remember to eat these before they get cold and hard.  The large side of veggies was SMALL and flavoured poorly.  It also mainly had onions in it which weren't really cooked through so I didn't enjoy this at all.  The mash potato on the other hand great!  ok so the chicken.  It was pretty moist and had lots of flavour.  But I was hoping the skin would be crispy and instead it was kind of soggy. Who doesn't love eating crispy chicken skin right?!  Basically it wasn't anything outstanding that makes me in a hurry to come again anytime soon.",2014-06-05,Toronto,-79.3862897,43.6617048,"['South African', 'Portuguese', 'American (Traditional)', 'African', 'Restaurants', 'Chicken Wings']"
5,Sinatra,"Sinatra ended up being my favorite meal of my entire trip-and we didn't even plan to go there!! My mom, sister and I decided to try this just because it was convenient and in our hotel.  I have to admit, I wasn't overly excited when looking at the menu at first glance-especially because I have Celiac Disease and didn't see many gluten-free options that interested me.  However, our amazing waiter was extremely helpful coming up with gluten free options for me.  He made sure to tell me that they offer both quinoa and rice based pastas along with a variety of sauces and even brought me some g-free bread!!  When I ordered my pasta with vodka sauce, he even went out of his way to look up if a non-grain based vodka needed to be used.  For someone with a dietary restriction, it was so nice to have a waiter that went out of his way to help me find a dish that I could eat and truly enjoy!!  Not only was our waiter amazing, but all the food we had was beyond delicious.  I will definitely be back next time I am in Vegas!!",2013-10-01,Las Vegas,-115.1653652,36.1265953,"['Italian', 'Restaurants']"
4,Mr Thai Bistro,"Some of the best thai food I've had in the valley. My husband and I dined there last night.  We started with the crispy rolls- delicious. I had the Yellow Curry with chicken.  It had great flavor, not too heavy with coconut milk and just the right amount of heat. My husband had the Shrimp Pad Tai, he absolutely loved it. He went with the hot rather than the Thai hot, good choice, hot enough to enjoy without burning your mouth off. The service was heartfelt and welcoming. We will definitely be back.",2014-03-24,Gilbert,-111.805932517,33.333774032,"['Restaurants', 'Salad', 'Food', 'Thai', 'Desserts']"
5,Binkley's Restaurant,Such wonderful service. I went here last week with a large group of ladies for a tasting experience and I can't say enough great things about the service and experience. I am not huge on trying all sorts of weird things but these were all great. The service was over the top great and the experience was very unique.,2015-09-02,Cave Creek,-111.9316131,33.8303689,"['Diners', 'Restaurants', 'American (New)']"
3,Roberto's Taco Shop,"Roberto's is a pretty decent place for Mexican food in North Las Vegas. My friend lives just down the street from this place and I go here to feed the friends when I'm in town and everyone is craving something greasy. 

I've tried the carne asada fries and they're pretty decent. There aren't too many options for Mexican around these parts so Roberto's is basically your only option.",2012-11-16,North Las Vegas,-115.1791851,36.2751578,"['Restaurants', 'Mexican']"
5,Big View Diner,Great normal american dinner. Really nothing more to say. Pretty much everything is good for a dinner.,2014-05-31,Charlotte,-80.8483883,35.022459,"['Beer', 'Wine & Spirits', 'American (Traditional)', 'Restaurants', 'Diners', 'Bakeries', 'Breakfast & Brunch', 'Food']"
3,Ramen Isshin,"My friend and I came here right as they opened on a weekday for lunch, but they were ready right away. 

We each ordered a ramen, a side dish, and a drink as part of their lunch combo. The ramen soup-base was a little saltier than I'd prefer, but the toppings were very nicely done, especially the egg! I did tell them to leave off the green onions, but they forgot that, which was a little disappointing, considering they had no other orders then. The Karaage fried chicken and takoyaki balls were delicious and really nice to split between friends actually. 

Price-wise, it was $11.75 for the combo, which is a little higher than most lunches at ramen joints, but they include a side dish and drink along with it, so I suppose it balances out a little more.

Overall, a good ramen restaurant, but there are others nearby that might be worth checking out first too.",2015-03-26,Toronto,-79.4069812,43.6564585,"['Japanese', 'Food', 'Restaurants', 'Ramen', 'Noodles']"
2,Wimpy's,"Waiting 25 minutes in a ""fast food"" drive through is a tad ridiculous.  I can understand it being a fluke, but this happens everytime we come here.  They have upgraded with a cute tv and outside sound while waiting, but still annoying when you have a hungry kid in the car.",2016-01-04,North Las Vegas,-115.1415627,36.2763491,"['Restaurants', 'Burgers', 'Breakfast & Brunch', 'Food']"
1,Buffalo Blues,"Unfortunately, the service we were given ruined our overall experience at Buffalo Blues. We sat down and put in our drink order.  My husband was excited about the amount of beers they had on tap. Fifteen minutes later and still without drinks, we saw our server trying to hunt the bartender down. Once the bartender finally started working on our drinks, she realized the keg for the beer my husband ordered was tapped. We were sitting at the booths right next to the bar but instead of the bartender just telling us so we could make another decision and get our drinks as soon as possible, she waited for the waitress to come back to tell her. Then, the waitress came back and did not apologize at all but simply said that he had to pick a different beer because they were out of that one. Anyway, long story short, it took way too long to get drinks and there was never any recognition from the staff of the issue. The restaurant seemed poorly managed and subpar. We will not be back.",2014-03-09,Pittsburgh,-79.9255146,40.4583902,"['Barbeque', 'Sports Bars', 'Bars', 'Nightlife', 'Restaurants']"
4,Olives,"The food is excellent and worth the wait but I still recommend making a reservation.  The restaurant itself is very dark, it's hard to read the menu.  The draw to this place is the Bellagio Fountains.  I would only come back to eat out on the patio watching the fountains during dinner.  It ads something to the experience that you can't get eating inside.  The antipasto salad is excellent!  The artichoke in the salad is cooked perfectly.  The steak is juicy and tender cooked to a perfect medium.  The wait staff is excellent.  They are very professional and knowledgeable about the food and wines.",2015-03-21,Las Vegas,-115.17698,36.111978,"['Bars', 'American (New)', 'Restaurants', 'Nightlife', 'Mediterranean']"
4,Barbary Coast Hotel & Casino,"Great casino and a great place to stay unless you need a pool. Rooms are spacious,2 king beds and absolutely dead quiet even
though the heart of the Strip is right outside your window.  Lots of 
hardcore gamblers make this their headquarters.",2006-02-06,Las Vegas,-115.1720257,36.1149405,"['Casinos', 'Restaurants', 'Hotels', 'Arts & Entertainment', 'Event Planning & Services', 'Hotels & Travel']"
3,Big Crow,This is an outdoor eating experience where you share seating at picnic tables.  If it's really hot outside it's best to be seated away from the heat of the BBQ.  The ribs are not sauced but the flavour was good.  The wings were tasty but overpriced for the portion size.  The sides were ok - we had the potato salad and the beans.  It's behind Rose and Sons at the back of the narrow lane way.,2016-08-14,Toronto,-79.4035656,43.6757182,"['Canadian (New)', 'Bars', 'Nightlife', 'Restaurants', 'Barbeque']"
4,Freddy's Frozen Custard & Steakburgers,"Freddy's has some of the best frozen custard in the valley. Their custard is rich and creamy. They also have very good burgers. Don't care for the shoe string fries though.

This location is a good one to go to. I ordered a sundae and it was a good portion size along with good amount of nuts on top. 

Don't go to the location on Gilbert and Williams Field - I ordered the same sundae at this location and they really shorted me. My ice cream cup was not full and they only gave me 5 or 6 nuts literally. 

I would recommend this location.",2012-09-20,Chandler,-111.90033957,33.2988305416,"['American (Traditional)', 'Food', 'Ice Cream & Frozen Yogurt', 'Restaurants']"
4,Hot N Juicy Crawfish,"Spicy really means spicy, and medium means medium! Finally a place that got the heat system right!",2012-09-07,Las Vegas,-115.206305981,36.1265925847,"['Cajun/Creole', 'Seafood', 'American (Traditional)', 'Restaurants']"
3,Rí Rá Irish Pub,"I cannot believe i have not reviewed Ri Ra's before!  This is a good after work spot for a few drinks and maybe a quick bite.  The bar is well stocked and has all the items you would expect from an Irish Pub.  They have a pretty good beer selection as well which is nice to see.  The food is pretty good but typical to what other irish places serve.  (Fish and chips, sheperd's pie etc).  The sheperd's pie is great though and i get it just about every time i come here.",2010-09-18,Charlotte,-80.8414487,35.227987,"['Restaurants', 'Bars', 'Irish', 'Pubs', 'Nightlife']"
4,Desi Bar & Grill,"I am a repeat customer of this place. I always order either their Masala dosas, or their Kababs. They are both excellent  - some of the best i've ever eaten. I tried their chicken dumpling appetizer once (momos), they were good, but didn't blow me away. However their dosas and Kababs are to die for. Be warned that the food is a bit spicy though - however the good kind of spicy which makes your eyes water but makes you want to keep eating (they can adjust the spice levels, however even the mild level has a kick to it!) 

They renovated this place to create a cool lounge/sports-bar/restaurant type of place, looks great. They also have free home delivery if you order above $25 I believe, which is fantastic! Deliveries are usually very quick and the food is always piping hot. Not too many Indian restaurants do this. I love that I can order North and South Indian food from the same place and the taste and quality of both are excellent. Highly recommended, and as mentioned before, I am a loyal fan. Great fusion cuisine!",2013-03-24,Mississauga,-79.6175759,43.6160832,"['Delis', 'Chinese', 'Indian', 'Seafood', 'Restaurants', 'Bars', 'Nightlife', 'Halal', 'Canadian (New)', 'Pakistani', 'DJs', 'Sports Bars', 'Pubs', 'Event Planning & Services']"
5,Pita Jungle,Fantastic food and what a wonderful variety on the menu!  High ceilings and a really cool vibe in this location!,2015-01-14,Phoenix,-112.077468,33.459014,"['Vegetarian', 'American (New)', 'Mediterranean', 'Greek', 'Restaurants']"
4,Becky's,"This is a great local dive for small groups of less than 6 people. I took a group of 18 folks to dinner here and we waited an hour for our appetizers. Not cool. However, I've been here for a late dinner with 4 folks and the food came out super quick. 

The food is very good here and well priced! Drinks and bartenders are wonderful. A great place to connect with local folks.",2015-01-19,Cleveland,-81.679682,41.503995,"['Bars', 'Nightlife', 'American (Traditional)', 'Pubs', 'Restaurants', 'Burgers', 'Dive Bars', 'Karaoke']"
5,Tao Nightclub,"Decor was beautiful!! We were on the guestlist so we got in fast and free!  The ladies in our group got a wristband for free drinks from 10pm to 11pm.  

I will be going back!",2010-11-05,Las Vegas,-115.169597789,36.1214517,"['Bars', 'Asian Fusion', 'Nightlife', 'Music Venues', 'Lounges', 'Dance Clubs', 'Restaurants', 'Arts & Entertainment']"
5,Café de Cebu,"Awesome new location with live music, great food and ice cold drinks. If you haven't been to this place better come down and check it out. They have open mic and live bands nightly. Order Roasted pork belly (Lechon) and some ice cold San Miguel beer Pilsen served in chilled glass.",2016-04-23,Las Vegas,-115.2250124,36.1272961,"['Hawaiian', 'Filipino', 'Nightlife', 'Karaoke', 'Restaurants', 'Seafood']"
2,Pot Liquor CAS,"Went here for lunch on Wednesday September 24th, restaurant maybe half full at best.

At first impression I like the decor, the simplistic look, the colors all in all looks nice, but then you sit down and realize that the furniture is garbage, the chairs are way to small and hard and the tables are to low for even average people.

The menu looks good but way overpriced, somewhat to expect for Townsquare but this is bad, however the orders were made for lunch, some sandwiches a burger etc.

40 minutes later the food comes out and now really makes the point that this is a disaster, now the food is not bad let's make that clear but average at best, combine that with the horrible seating and poor service my conclusion is don't even bother.

This is a rare bad review from me in a town with a ton of dining offered, but the experience is so bad that I felt I had to do this.",2014-09-24,Las Vegas,-115.178216174,36.0689369963,"['Restaurants', 'Caterers', 'Event Planning & Services', 'Barbeque', 'Southern', 'Soul Food', 'American (Traditional)', 'American (New)']"
2,Holy Chuck,"I had been eagerly waiting for Holy Chuck to open at Yonge and Wellesley, and when they finally did, I couldn't wait to order a milkshake and rather than get a burger, I decided to try their Holy Chuck Fries. Well, the milkshake was as amazing as I remember them being. The fries however were nasty! I know, that is some extreme and mean language, but wow, the sauce in the chilli was all vinegar. And because the sauce coated pretty much every fry, I ended up throwing the whole dish out after three bites - three bites was all I could muster. I am still in shock by how awful that dish was.",2016-07-18,Toronto,-79.3849245511,43.6652110377,"['Poutineries', 'Food', 'Restaurants', 'Desserts', 'Burgers']"
3,Roberto's Taco Shop,"It was okay, I didn't like how this location keeps the bags for the sides behind their counter. Food was decent. Meet was kinda fatty but it served its purpose to settle my craving. Cheap prices though",2015-03-14,Las Vegas,-115.279787198,36.1290246976,"['Fast Food', 'Mexican', 'Restaurants']"
3,Angela's,"Finally gotten a chance to try Angela's and I was a bit taken aback.  It's very unassuming on the outside, but nicely decorated on the inside... I felt a bit bad walking in with a t-shirt and shorts.

The menu is pretty big with a ton of options.  I ended up getting a glass of Cab Sav and the special:  baked cheese ravioli.  It was very good.

Our waitress was polite... a bit absent at times.  Didn't really affect the meal though.

The house salad dressing a creamy tomato basil dressing was pretty good.  At first I almost defaulted to ranch, but our server listed all of them off.

The portions are big, and the prices are  proportional to the dishes.  I'd say it's a solid 3-star that I want to give 4 to, but nothing really wowed me about my first visit.",2011-08-24,Charlotte,-80.7084629552,35.1719848281,"['Restaurants', 'Italian']"
5,El Dorado Cantina,"Don't let the location stop you from trying El Dorado Cantina. Located in the same building as the Sapphire Gentleman's club but a totally different establishment. The food is organic, non-GMO which is a bonus. Started with the Jalapeño Margarita ... That's got quite the kick. Complimentary chips and salsa were good. Salsa was good but not spicy. Fresh Guacamole made table side allows you to have it made spicy or mild, your choice. Husband and I chose the street tacos. You choose any three out of 6 different tacos and served with rice and beans. Friend ordered the chicken enchiladas and her husband ordered the carne asade bowl. The green sauce on the enchiladas was good but spicy! The bowl was huge and tasty. Also order the grilled corn as it is the bomb! The corn is sweet and juicy and the coating is salty and slightly cheesy. Ended the meal with the flan. All four of us shared one as we were all stuffed but had to try it. It's creamy, and rich  and worth every calorie.",2015-12-11,Las Vegas,-115.1714295,36.1350121,"['Bars', 'Mexican', 'Nightlife', 'Restaurants', 'Lounges']"
5,Cafe Zupas,"We had Cafe Zupas catered for a business meeting last week and it did not disappoint. Whenever food is catered, it's typically Paradise. Wooo (insert sarcasm here)! Paradise isn't bad, but there's just nothing special about it. 

There were several different kinds of sandwiches to choose from. I got the chicken salad and it was delicious. Everyone else really liked their sandwiches too. The salad was also really good. Not your typical garden or Cesar salad. I'm not quite sure what it was but it had chicken, tomatoes, and feta.. yummy. Now we must also discuss the huge dessert platter that was in front of us. It was filled with chocolate covered strawberries, brownies, cookies dipped in chocolate, and more! I've never seen a dessert try like that before for a work lunch. Of course, I had to try a few of the items and they were all so good!

I would definitely make my way to their physical location in the future so that I can try out some other items. And if you're looking to cater for a large group of people, definitely check this place out. Your guests will not be disappointed and it'll make a great impression on them earning you some major brownie points.",2012-09-21,Phoenix,-112.041489,33.508736,"['Sandwiches', 'Salad', 'Restaurants', 'Soup', 'American (New)']"
5,Enchilada,"Enchilada is a unique place for delicious Mexican cuisine located in the heart of Stuttgart. Collection of authentic Mexican decor and background music in combination with the delicious dishes, wonderful aromas, and outstanding service meet all wishes and budgets.
18.00-20.00 Happy Hours for cocktails :) by the way, there is a really wide choice of exotic cocktails and long drinks - more than 100!",2008-10-31,Stuttgart,9.17546,48.773,"['Salad', 'Mexican', 'Bars', 'Nightlife', 'Restaurants', 'Tex-Mex', 'Cocktail Bars']"
4,Brown Sugar Thai Cuisine,"This place was recommended by a friend of mine who is a huge fan of Sweet Basil. She actually had no idea they were the same owners until she checked it out for the first time.

I can't give a full review exactly, since I've only ordered with other people from work and not picked anything up personally or seen the inside, BUT - seriously some of the best Thai I've ever had. The first time I ordered, I got tofu and string beans. Vegetables weren't steamed to mush, and tofu was still firm. The sauce was perfect - curry with just a little spice. 

I've also ordered their coconut soup - which is by far my favorite. Again, I wasn't the one making the order, but from what I heard they were super friendly, and definitely accomodating- they gave me tofu instead of the meat at no extra charge. The coconut wasn't overpowering, but it was just enough to smooth out the tang of the lime. Can't wait to try again and hopefully see the Lakewood location pop up soon.",2014-08-05,Rocky River,-81.8439335509,41.4647380392,"['Thai', 'Restaurants']"
1,Sunny's Diner,The food is decent  and the service is good also- However- the management is terrible. My friend treated me to breakfast here not long ago. She specifically asked them to use her debit card as DEBIT. They didn't listen and charged it as credit instead- then they waited 26 days to try and take the money out of her account. My friend is on a fixed income and did NOT expect them to take so long. When she called to complain- she didn't even get an apology. The manager actually told her she should have checked her bank account. Well now they have lost TWO customers for good.,2015-06-05,Tempe,-111.908725672,33.4217185459,"['Restaurants', 'American (Traditional)', 'Greek', 'Breakfast & Brunch']"
5,Subway,I went to the 75th an Thomas location today with my sister on our lunch break. And we were greeted by TJ. He was amazing the whole time we were there. It was a wonderful experience.,2016-11-23,Phoenix,-112.2210815,33.4806456,"['Sandwiches', 'Fast Food', 'Restaurants']"
5,First Watch,"Atmosphere is great, decor is very modern and clean, staff was welcoming from greeting, to hostess to server.  menu is solid with a mix of traditional breakfasts, healthy options and a few unique creations.  you can tell that the management and staff have paid attention to the details from sugar dispensers on the table to the water served in old milk jugs.  food quality is great too.  menu prices might be a tinge high for breakfast, but worth it for the experience!  very cool place!",2016-11-12,Chandler,-111.9263767,33.3203912,"['Breakfast & Brunch', 'Cafes', 'Restaurants', 'American (Traditional)']"
4,Sugar Marmalade,"Service is extremely slow, however I really enjoyed the food served here. I always order their kimchi fries and their popcorn chicken. I love coming here with my friends and family, but most of the time I just order for pick up.",2016-11-18,Toronto,-79.4140255082,43.773284473,"['Food', 'Restaurants', 'Taiwanese', 'Desserts']"
3,Grassroots Kitchen & Tap,"Three stars because the food is good, when you can actually get served. Overpriced, def overpriced but tastes good. 

On my most recent visit I sat at the bar with my boyfriend. We went in for a late lunch on a Saturday afternoon. We never got any food, we were never asked if we wanted any food. The bartender, some girl with Little Mermaid red hair, was too busy flirty with the older gentlemen at the bar. After sitting for 20 minutes without so much as a greeting we flagged her over. I don't come here too often and can't remember the wine on the menu I like. I'm certain there is one I really don't like so I asked if I could try a taste of two. She was instantly annoyed, the look was apparent on her face. She brought over two tastes and left, not to return for another 13 minutes; at this point, I was timing. We ordered drinks, she brought them and then left the bar. She was then gone, just completely absent. 

We had to flag her down one of the servers to get the tab, paid and walked out. The service was terrible. You'd get better service(and food!) at a Taco Bell or McDonalds.",2016-12-02,Phoenix,-112.037502107,33.5075723503,"['American (New)', 'Southern', 'Seafood', 'Barbeque', 'Restaurants']"
3,Ping Pang Pong,Nothing special - this place is located in the corner of a smoky casino. The food was average - nothing really stood out to me as being particularly memorable.,2016-12-29,Las Vegas,-115.195201635,36.1153088291,"['Restaurants', 'Dim Sum', 'Seafood', 'Cantonese', 'Chinese']"
5,DiPietro's,"The deliver, they have the best pizza and veal I have had in a long time, and they NEVER screw up an order!!!  If you are looking for quality Italian food in West View, this is where to go!!!",2015-12-18,Pittsburgh,-80.0316117,40.518468,"['Fast Food', 'Ice Cream & Frozen Yogurt', 'Food', 'Buffets', 'Italian', 'Sandwiches', 'Restaurants', 'Pizza']"
1,Uncle Tetsu's Japanese Cheesecake,"Service was so bad, after waiting almost 40 mins in the cold, they said one cheesecake each person (we were supposed to buy 3 altogether and 2 people). There was no where mentioned on the window, one chesecake each person). They are short staffed, and bad service!! The cheesecake does not make up for it",2016-02-02,Toronto,-79.3840134,43.6559689,"['Food', 'Restaurants', 'Bakeries', 'Japanese', 'Desserts']"
5,Charleston's,"I love Charleston's. My experience has shown that everything they make tastes good. It's a great choice for a date because the atmosphere is a kind of darker and intimate. The food quality is a clear step above a place like Outback or Texas roadhouse, but it won't totally bust the bank.",2016-10-20,Mesa,-111.805119,33.3843872,"['Restaurants', 'Steakhouses', 'American (Traditional)']"
2,Marinellas Italian Restaurant,"Food is really good but very small portions & wait staff was great to everyone else but us, had a young guy who seem to forget about us though the other waitresses were very attentive.",2014-07-04,Toronto,-79.4154641032,43.6550764057,"['Italian', 'Restaurants']"
2,Cool Beans Truck,"A year or so ago when I ate the beans and greens from this truck, it was really very good - lots of flavorful greens cooked just right - tender but still crunchy.  I was happy to see them back in my neighborhood today, so I ordered the closest thing on their menu, which was a beans and greens and pasta dish.  While it was still fairly tasty, there was very minimal amount of anything except pasta, and the beans seemed mushy like from a can.  This meal is what I would throw together in 5 min in a pinch; not what I would buy when out with other food trucks and restaurants around.  I wish I hadn't spent $10 + tip on this.",2016-10-16,Northside,-80.0014733,40.4565844,"['Vegetarian', 'Local Flavor', 'Food', 'Food Trucks', 'Vegan', 'Restaurants']"
4,Diego Mexican Cuisine,"I loved this place, I'm always spectacle of Vegas restaurants, flying servers, or should I say sommelier's.  I really enjoyed my meal.  

Started with a generous portion of chips and delicious salsa, of course we ordered the guacamole, made table side.  I'm a huge fan of tortilla soup so when I saw it on the menu I immediately sang the happy dance (in my head).  Followed by the carnitas tamales, fantastic flavour.  Go hungry because the portions are generous, my only regret was that I was too full to continue or even peek at the dessert menu, next time.",2013-04-03,Las Vegas,-115.168580691,36.1035089262,"['Nightlife', 'Restaurants', 'Mexican']"
4,Wicked Spoon,I went her with a bachelor party group.  We all stayed at the Monte Carlo and I suggested we walk over to Cosmo and check out this buffet.  We went on a Saturday.  I wasn't sure how it was going to be.  We were a group of about 10 and they sat us on a really cool long table.  Now my taste were fully function due a long night of drinking so everything was like heaven entering my dehydrated body.  They had a good mix.  The buffet wasn't amazing but then when are buffets really amazing?  We didn't pay the dinner price so it wasn't that bad.  I highly recommend checking Wicked Spoon out if you are staying in the area.  Cheers!,2012-02-24,Las Vegas,-115.175163842,36.1098756593,"['Restaurants', 'Breakfast & Brunch', 'Buffets']"
4,Hockey Sushi,"If you go to their web-site, there's a 10% off coupon.

Service is pretty good.  Pretty fast with the food.  Food is decent.  Spider roll was okay but it was more fancy than my baseline comparison.

They have a large group room downstairs.",2015-06-14,Thornhill,-79.4617555,43.8084346,"['Sushi Bars', 'Japanese', 'Restaurants']"
5,Bravo Cucina Italiana,This is another must go to restaurant. They have the BEST Happy Hour food we have had for this price. The dirty Martinis are on happy hour daily. The food is awesome. Big portions and absolutely delicious. Brandon is the Bartender to ask for. He is amazing. We will be regulars here. Don't forget to download their App and get $10.00 of your next visit.,2016-05-31,Henderson,-115.043382999,36.0666372432,"['Restaurants', 'Italian']"
3,Chicken Latino,"Peruvian ""Pollo a La Brasa"" chicken is Ok, not great. The lack some basic add-ons like the Peruvian yellow pepper hot sauce. Service was good. If you expect great Peruvian flavor this might not be the perfect match. Mondays to Fridays the chicken is the only Peruvian option. On weekends the have ""lomo saltado"" but I couldn't try it today. In all it's OK, but if you are Peruvian, it""s not going to be great.",2015-10-16,Pittsburgh,-79.9831724167,40.4516497734,"['Peruvian', 'Latin American', 'Restaurants']"
2,Jimmy John's,"Jimmy john's is usually great, but at this location it was disappointing. I ordered a tuna sandwich and there was one drop of tuna. My other two friends also had mistakes with their sandwiches. I think they should slow down and pay attention to the online order otherwise we won't waste our money here anymore.",2015-06-27,Las Vegas,-115.136057,36.10279,"['Sandwiches', 'Food Delivery Services', 'Restaurants', 'Food', 'Delis']"
5,How Lee Chinese Food,"I cannot believe I didn't review this restaurant earlier. This has been my fav chinese spot for years! Even before they remodeled. I usually get the vegetable hor fun or the general tsos tofu. It is nothing super fancy, it is not a big restaurant, but it is just really spot on chinese food, every time. They have a very interesting szechuan menu too in the back of their ""americanized"" menu. The servers are very friendly and so are the owners, who are always up front handling the take outs and phone calls. 

Tonight I stopped in and ordered my usual general tsos tofu. It has a sweet and spicy sauce and the tofu is crispy on the outside and chewy on the inside. I often add extra broccoli. If you are in the squirrel hill area, go to this gem!",2016-05-18,Pittsburgh,-79.9195345,40.4378528,"['Chinese', 'Restaurants']"
3,Brassaii,"I like the food here.  I've been a few times, most recently for a Winterlicious dinner, and I've never been disappointed.  The ambiance is a bit lacking, though--the space is huge, which amplifies the voices of fellow diners, and the crowd it attracts seems to be more interested in photographing themselves and their food than in actually eating.  It's pretty obnoxious, actually.

Brunch is a far better option.",2012-02-10,Toronto,-79.3961875,43.6446981,"['Wine Bars', 'Bars', 'Nightlife', 'Mediterranean', 'Restaurants', 'Cocktail Bars']"
5,Lemongrass Grill,"Terrific find, off the beaten path.  Ming, the owner, immigrated to the US in 1980 from Cambodia.  He is a terrific gentlemen and host.  The service, atmosphere, and most importantly the cuisine, were all fantastic.  Love to see these great examples of immigrant success in America.",2016-08-03,Munroe Falls,-81.438666,41.139678,"['Restaurants', 'Thai']"
